census_tract,long,lat,Applications,One.to.Four.Unit,loan_type,mfrd,year,Hispanic,N.Hispanic,Native,Asian,Black,Pacific,White,Race_Other,Male,Female,Accepted,Denied,Action_Other,Purchase,Improvement,Purpose_Other,Lien.First,Lien.Sub,Med.Spread,Stdv.Spread,Hoepa,Med.Income,Stdv.Income,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,Stdv.Loan,Med.Loan,loan.return,app.growth
45079011415,-80.85736892,34.14895582,749,749,Conventional,1,2018,45,644,3,26,367,5,318,325,395,358,489,123,137,411,29,309,679,70,0.6395,0.980312118,749,66,47.0978136,10868,58.34,68800,134,3073,4022,74.88972685,155,2.990033223,-5.904522613
45079011416,-80.88376391,34.1725601,1022,1021,Conventional,6,2018,42,918,0,20,510,5,431,380,539,496,673,144,205,659,30,333,932,90,0.571,1.08425899,1022,65,123.7116129,11369,51.17,68800,136,3237,4302,124.7749611,165,-1.19760479,2.610441767
45079011417,-80.89811591,34.14929755,538,538,Conventional,0,2018,23,462,2,6,340,2,132,212,255,256,322,94,122,307,12,219,487,51,0.996,1.349299479,538,54.5,58.45741895,9349,72.77,68800,99,2299,2867,59.66057922,125,2.040816327,-15.40880503
45079011418,-80.8943847,34.13180347,204,204,Conventional,0,2018,9,184,5,5,98,2,90,76,106,102,124,29,51,100,9,95,182,22,0.62,0.922385178,204,62,48.51915306,4517,52.4,68800,112,1028,1236,70.06344491,135,-10,-12.44635193
45079011419,-80.90413418,34.12341852,313,313,Conventional,1,2018,16,280,4,5,183,5,103,119,143,176,178,64,71,160,13,140,278,35,0.8145,1.211565423,313,52,41.90144799,4776,70.31,68800,99,1401,1916,65.70176529,115,0,-7.121661721
45079011603,-80.95225666,33.98507267,274,274,Conventional,1,2018,9,297,0,2,30,1,278,91,178,142,190,36,48,149,22,103,232,42,0.375,1.127892624,274,85,195.3544929,4893,26.65,68800,122,1384,1867,171.3756725,145,-4.605263158,6.614785992
45079011604,-80.96783983,33.97048616,335,335,Conventional,0,2018,11,364,0,10,18,0,354,109,214,182,240,37,58,176,18,141,278,57,0.322,1.05432395,335,104.5,123.232269,5128,18.43,68800,172,1743,1967,127.6371264,195,0,10.19736842
45079011606,-80.90019532,33.96757611,307,307,Conventional,0,2018,9,295,10,3,176,3,124,94,168,148,171,79,57,153,13,141,281,26,0.81,0.999167221,307,54,43.06288669,5139,63.77,68800,101,1411,1951,55.85560327,125,6.382978723,4.06779661
45079011607,-80.9380751,33.95571362,258,258,Conventional,0,2018,17,217,1,9,128,0,108,101,122,126,187,25,46,220,0,38,248,10,0.589,1.166267476,258,60,48.15795543,4277,71.59,68800,58,562,878,43.02908466,145,23.93162393,44.94382022
45079011608,-80.92662348,33.96666623,341,339,Conventional,0,2018,11,292,5,6,151,0,143,139,176,146,199,76,66,178,13,150,319,22,0.8152,0.957343656,341,51,42.27591034,6925,61.13,68800,56,1394,2412,183.9651952,125,16.27906977,8.598726115
45079011701,-81.00723246,33.94564586,60,59,Conventional,2,2018,2,57,1,2,7,0,48,27,40,24,39,14,7,42,1,17,59,1,0.66855,1.442345016,60,109,106.7394629,5529,31.62,68800,57,317,667,81.35504943,140,10.23622047,42.85714286
45079011702,-80.95462257,33.93714552,83,83,Conventional,6,2018,8,62,2,0,57,0,12,44,33,36,46,25,12,46,3,34,75,8,1.171,1.370959678,83,43,34.08770315,3793,88.4,68800,57,592,1160,58.02230868,85,-38.4057971,-29.66101695
45079011800,-80.8550791,33.85576137,173,173,Conventional,64,2018,4,152,5,2,143,0,48,42,94,103,54,74,45,71,13,89,161,12,1,1.894752245,173,50.5,166.6060855,7339,88.54,68800,66,1929,2821,80.53086233,75,-10.71428571,-5.97826087
45079011901,-80.86988878,33.95305384,404,404,Conventional,9,2018,16,334,0,3,252,0,96,153,217,161,225,87,92,233,9,162,370,34,0.904,1.073562216,404,52,126.6782143,8682,86.42,68800,101,2104,3088,60.31594965,115,0.877192982,1.763224181
45079011902,-80.7971205,33.95803461,173,173,Conventional,28,2018,4,167,2,3,77,0,98,51,107,73,85,49,39,52,13,108,151,22,0.817,0.842433319,173,63,783.9568838,4669,50.18,68800,101,1582,2208,71.72588633,95,3.260869565,-21.71945701
45079012000,-80.67710077,33.91415455,124,124,Conventional,36,2018,0,123,1,2,87,0,49,22,67,73,45,51,28,67,9,48,115,9,1.0865,2.151244403,124,45,31.89019297,4815,53.75,68800,87,1495,2376,66.02974002,75,-11.76470588,-31.86813187
45079980100,-80.81570126,34.04371446,2,2,FHA-insured,0,2018,1,0,0,0,0,0,1,2,1,0,1,0,1,2,0,0,2,0,0.36,0,2,69,0,249,57.83,68800,0,4,12,0,195,22.25705329,-75
45081960100,-81.74721362,34.11488536,89,89,Conventional,17,2018,2,89,0,0,7,0,88,30,55,39,52,24,13,35,7,47,82,7,0.624,1.169488578,89,56,51.94129933,2600,35.88,68800,86,805,1529,76.70915981,115,30.68181818,-16.03773585
45081960201,-81.86265906,33.99204598,91,91,Conventional,23,2018,9,92,0,6,21,0,81,25,63,46,47,30,14,49,10,32,83,8,0.93565,1.468951173,91,59,82.52603031,5896,57.45,68800,70,1189,2040,63.29785009,75,2.739726027,-21.55172414
45081960202,-81.73818603,33.98542753,38,38,Conventional,10,2018,2,43,0,0,6,0,40,4,28,17,22,11,5,21,2,15,34,4,0.8075,1.537053092,38,65,33.52080166,3583,65.73,68800,59,778,1531,84.42130006,70,-25.13368984,-42.42424242
45081960300,-81.58450673,34.00495905,201,201,Conventional,26,2018,1,247,1,1,14,0,242,55,150,116,123,46,32,98,14,89,175,26,0.4335,1.190609928,201,78,92.79382845,4925,9.85,68800,89,1572,2668,158.1645343,125,-21.3836478,3.608247423
45081960400,-81.68667697,33.88950941,58,58,Conventional,13,2018,3,66,1,2,6,0,60,9,44,26,34,8,16,31,3,24,54,4,0.948,1.32321848,58,54,137.1970419,2996,39.85,68800,75,727,1363,62.78498246,85,23.1884058,-18.30985915
45083020301,-81.93844709,34.96292696,10,10,Conventional,1,2018,1,8,0,0,2,0,7,3,4,7,6,3,1,6,1,3,8,2,1.713,1.887397503,10,50,21.61660884,2434,48.48,59700,53,165,460,50.81557067,75,6.382978723,-16.66666667
45083020400,-81.94874707,34.95448374,17,17,Conventional,1,2018,1,13,1,6,3,0,3,8,8,7,4,5,8,4,4,9,15,2,1.297,0,17,44,45.39068501,1131,82.14,59700,48,180,611,16.53872461,55,3.773584906,70
45083020500,-81.95177261,34.94694472,24,22,Conventional,0,2018,1,19,0,0,18,0,3,9,12,11,11,8,5,11,4,9,23,1,1.709,0.965462789,24,29,239.4822192,1438,96.38,59700,48,294,579,316.3331577,65,1.5625,71.42857143
45083020601,-81.97986214,34.94366571,119,119,Conventional,3,2018,25,98,0,6,54,0,59,27,73,53,73,25,21,78,2,39,112,7,0.931,0.846320841,119,49,35.01074152,3184,64.98,59700,86,534,685,46.87590857,115,7.476635514,11.21495327
45083020602,-81.98232525,34.93073202,70,69,Conventional,1,2018,4,70,0,3,19,0,52,23,38,41,47,9,14,41,5,24,68,2,0.915,1.429537411,70,42.5,26.71428632,1951,54.69,59700,98,405,539,1419.287876,105,0.961538462,20.68965517
45083020603,-81.96011429,34.93469455,153,153,Conventional,0,2018,18,120,1,3,33,0,100,60,83,68,97,27,29,78,11,64,140,13,0.9375,1.34473252,153,46,34.66506407,2239,49.17,59700,78,739,1134,51.75838259,115,23.65591398,30.76923077
45083020701,-81.95130802,34.92772588,103,103,Conventional,0,2018,12,86,1,3,36,0,60,27,60,48,51,28,24,64,3,36,97,6,1.2285,0.700896535,103,39,38.3554222,3468,88.09,59700,37,359,1054,37.99390775,95,1.063829787,51.47058824
45083020702,-81.94273525,34.91576509,62,61,Conventional,5,2018,7,55,4,2,23,0,36,18,29,34,35,16,11,29,6,27,58,4,0.846,1.468343122,62,40.5,25.13836386,1858,57.86,59700,65,421,834,928.7908017,100,3.092783505,5.084745763
45083020800,-81.93969557,34.94017,2,2,Conventional,0,2018,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,2,0,0,0,2,50,16.97056275,1327,93.44,59700,25,79,562,28.28427125,45,55.17241379,-50
45083020900,-81.93218681,34.93774132,65,64,Conventional,0,2018,5,56,0,0,7,0,55,19,31,37,32,22,11,32,12,21,55,10,0.8985,1.13012638,65,51.5,38.6149469,1359,59.23,59700,79,353,690,283.8520233,85,-7.103825137,-9.722222222
45083021001,-81.92354192,34.93237408,34,34,Conventional,1,2018,3,28,0,0,20,0,12,16,19,15,17,10,7,17,1,16,32,2,1.0475,0.917129035,34,45,32.29303249,2555,86.73,59700,38,231,1016,27.65492739,65,-9.722222222,-20.93023256
45083021100,-81.90777228,34.92695466,219,217,Conventional,0,2018,16,190,1,6,72,0,127,73,115,95,146,39,34,147,9,63,205,14,1.001,0.861269521,219,43,34.65254315,3662,57.62,59700,92,1055,1843,107.9701782,115,27.77777778,58.69565217
45083021200,-81.91676026,34.9509248,180,176,Conventional,0,2018,1,199,2,4,3,0,198,50,107,101,132,16,32,115,15,50,162,18,0.465,1.598867068,180,94,157.3842676,3297,14.83,59700,162,869,1430,397.8690289,165,2.48447205,-2.173913043
45083021301,-81.89158778,34.97395447,44,44,Conventional,3,2018,3,43,0,0,9,0,41,6,29,22,30,6,8,25,3,16,39,5,0.847,1.148661795,44,42,51.71325226,2401,44.44,59700,78,362,564,75.53194024,100,12.35955056,-10.20408163
45083021302,-81.89051925,34.94811127,128,128,Conventional,0,2018,5,157,2,1,5,0,158,20,94,69,92,21,15,59,15,54,105,23,0.245,1.035001546,128,101,116.975446,2420,2.23,59700,163,967,1119,156.9730122,155,-23.26732673,15.31531532
45083021303,-81.87265701,34.96371275,286,286,Conventional,0,2018,8,333,1,2,48,0,288,79,169,181,203,37,46,165,21,100,257,29,0.492,0.963945159,286,76,76.66880362,5196,26.83,59700,115,1506,1961,99.38893782,145,3.571428571,23.80952381
45083021401,-81.87788527,35.00983053,54,54,Conventional,4,2018,3,53,0,0,8,1,48,17,37,21,25,16,13,28,3,23,46,8,0.54265,0.86202774,54,43,54.99915738,1555,21.29,59700,114,451,694,40.98584235,95,1.604278075,-12.90322581
45083021402,-81.92604653,35.01942341,210,210,Conventional,1,2018,19,215,1,10,15,1,209,62,141,98,153,28,29,121,11,78,180,30,0.678,1.395727029,210,53,35.21685605,3202,19.02,59700,106,1139,1431,51.49936901,125,-3.100775194,1.941747573
45083021403,-81.91362855,34.98884154,84,81,Conventional,8,2018,5,67,0,1,25,0,50,32,49,34,52,19,13,54,7,23,74,10,1.043,1.440398784,84,40,21.68962313,3571,45.76,59700,64,579,1274,4122.73406,85,-6.593406593,-28.81355932
45083021500,-81.93138279,34.97836739,121,119,Conventional,2,2018,10,106,1,4,16,0,94,35,64,60,77,32,12,78,7,36,112,9,1.217,1.400534402,121,42,21.36473197,3328,31.58,59700,67,663,1587,313.4992674,85,37.09677419,31.52173913
45083021600,-81.9565693,34.97818604,71,68,Conventional,4,2018,14,43,1,1,22,0,34,26,35,24,37,24,10,39,2,30,63,8,1.475,0.835633889,71,36,21.92093011,3062,53.69,59700,63,525,1112,2134.595057,65,10.16949153,61.36363636
45083021700,-81.97145641,34.96128802,60,57,Conventional,9,2018,8,44,1,0,28,0,21,27,31,23,35,16,9,28,8,24,57,3,1.203,2.003037665,60,34,29.67380835,4201,61.22,59700,49,555,1465,80.15010635,55,-26.66666667,57.89473684
45083021802,-81.97162712,34.99760906,83,82,Conventional,6,2018,15,77,0,2,16,0,72,17,55,36,50,21,12,54,5,24,77,6,0.981,1.243990974,83,40,31.18328265,6407,56.09,59700,70,631,1549,377.2685131,95,7.954545455,-41.13475177
45083021803,-82.00000582,35.01635321,459,459,Conventional,3,2018,27,431,1,17,96,1,343,164,278,207,321,73,65,323,19,117,429,30,0.818,0.951993228,459,53,34.36288275,7005,30.75,59700,107,1811,2433,53.2875942,145,9.848484848,11.40776699
45083021804,-82.01700238,34.99792876,56,54,Conventional,5,2018,10,39,5,4,6,0,35,15,32,22,35,13,8,35,5,16,52,4,1.08,1.710956475,56,36,39.91055686,2413,63.7,59700,53,403,832,41.64748476,95,18.75,19.14893617
45083021901,-82.01798797,34.96375416,94,93,Conventional,6,2018,14,91,3,0,10,0,87,24,54,54,51,26,17,48,13,33,83,11,0.961,1.37978197,94,47,31.96407942,6429,55.7,59700,74,1200,2169,921.7517677,75,-5.063291139,-16.81415929
45083021902,-82.01501899,34.92745126,419,416,Conventional,4,2018,20,457,4,30,60,1,390,110,270,220,278,69,72,209,27,183,365,54,0.4845,1.210226012,419,72,572.8752189,7678,30.06,59700,150,2287,2714,278.1204791,155,2.649006623,-2.784222738
45083022003,-81.92384362,34.89489009,290,289,Conventional,5,2018,33,255,1,8,88,0,189,92,167,128,205,40,45,213,12,65,268,22,0.892,1.362857788,290,46,34.53218622,3626,33.26,59700,107,1169,1463,50.2523877,135,2.272727273,51.83246073
45083022004,-81.86397253,34.91134436,114,114,Conventional,0,2018,8,97,2,8,25,0,71,37,59,53,69,19,26,49,8,57,106,8,1.1225,1.157923835,114,38,36.45914279,2557,59.09,59700,85,795,1144,46.7477449,85,2.409638554,-0.869565217
45083022005,-82.00617341,34.89900565,292,291,Conventional,1,2018,15,304,3,27,53,1,238,95,167,167,181,58,53,128,29,135,248,44,0.614,1.325526648,292,61,46.642248,5532,33.66,59700,147,1484,1728,2245.828349,135,-5.594405594,-17.97752809
45083022006,-81.97978314,34.87582988,148,146,Conventional,4,2018,15,135,0,4,44,0,98,45,77,74,93,29,26,84,11,53,137,11,1.056,1.310065573,148,52,39.57259312,4700,68.87,59700,96,942,1592,326.6618732,115,8.490566038,21.31147541
45083022007,-81.9670542,34.90152875,266,265,Conventional,3,2018,19,271,1,19,79,2,191,81,143,150,187,45,34,190,4,72,246,20,0.804,0.883601744,266,51,47.11131147,3291,39.11,59700,86,782,1431,56.0188141,135,-9.395973154,-6.993006993
45083022101,-81.86503231,34.93367949,165,165,Conventional,3,2018,1,191,1,6,6,0,188,40,109,98,106,29,30,83,15,67,131,34,0.307,1.315221304,165,79.5,120.5899711,3521,31.47,59700,148,803,1170,146.4774362,115,10.57692308,10.73825503
45083022102,-81.82485878,34.94661952,88,88,Conventional,3,2018,6,101,1,0,3,0,103,23,52,56,52,22,14,41,7,40,73,15,0.491,1.227096576,88,70,181.984312,2220,9.68,59700,123,734,966,103.8835756,125,-12.58741259,7.317073171
45083022201,-81.83854822,34.98045948,193,191,Conventional,14,2018,7,200,1,2,20,0,186,62,117,98,133,44,16,104,19,70,174,19,0.917,1.412381015,193,50,64.11308837,4785,15.82,59700,100,1315,2065,1471.912071,105,22.80701754,10.91954023
45083022202,-81.79697028,34.98905211,147,146,Conventional,21,2018,4,153,0,2,19,0,139,38,89,73,84,30,33,72,13,62,133,14,0.847,1.150960254,147,51,30.27497004,3631,17.13,59700,75,1017,1915,77.07929057,95,15.15151515,31.25
45083022302,-81.8470574,35.07751529,191,191,Conventional,40,2018,7,211,5,0,10,0,213,38,127,96,110,51,30,106,21,64,172,19,0.939,1.617983701,191,45.5,36.77997585,5134,11.06,59700,95,1327,2119,59.90103899,85,-5.555555556,17.17791411
45083022303,-81.86828486,35.15073058,50,50,Conventional,9,2018,2,55,0,0,3,0,55,9,32,27,28,15,7,37,2,11,47,3,1.004,0.636410385,50,52,21.46883565,1821,29.32,59700,69,527,878,38.71191348,95,13.0952381,-1.960784314
45083022304,-81.9288825,35.14826892,200,200,Conventional,29,2018,3,234,2,0,16,1,226,50,144,102,115,47,38,113,15,72,182,18,0.65395,1.258433126,200,56,459.6602422,4214,15.8,59700,80,1172,1814,97.37788384,130,-0.383141762,4.166666667
45083022401,-82.0371423,35.14686038,356,356,Conventional,65,2018,5,405,4,4,16,0,398,91,255,178,232,72,52,217,22,117,311,45,0.575,1.489839756,356,58,56.96474606,5973,20.99,59700,96,1808,2753,93.12117085,135,-10.59602649,10.21671827
45083022403,-81.91511361,35.06497003,588,588,Conventional,38,2018,34,654,2,11,75,2,608,146,383,335,402,94,92,386,22,180,531,57,0.719,1.043539204,588,60,41.80043818,7894,16.13,59700,109,2438,3229,75.83819306,145,6.617647059,10.94339623
45083022404,-81.99701873,35.08971084,398,398,Conventional,19,2018,8,451,1,9,22,2,436,106,267,209,259,69,70,225,23,150,358,40,0.547,1.074754451,398,65.5,72.78500986,5590,9.27,59700,118,1839,2156,106.5468782,145,-9.375,37.71626298
45083022405,-81.98924448,35.05508778,264,264,Conventional,9,2018,6,304,3,17,35,0,262,63,184,143,151,59,54,136,17,111,234,30,0.584,1.166630538,264,62,57.78091236,3884,9.6,59700,167,1226,1458,77.54707285,135,-8.783783784,28.15533981
45083022406,-81.97476401,35.03233849,608,607,Conventional,1,2018,35,635,5,35,104,3,530,196,399,297,439,77,92,433,9,166,566,42,0.5135,1.067449568,608,63,51.48293932,6420,15.23,59700,125,1800,2469,83.61642265,155,2.649006623,15.37001898
45083022500,-82.15121088,35.14059809,184,184,Conventional,11,2018,4,216,1,3,5,0,217,51,131,95,115,37,32,100,13,71,160,24,0.694,1.160426477,184,68,212.9263798,3830,4.54,59700,93,1230,1727,332.3452986,135,7.569721116,-5.154639175
45083022600,-82.18653055,35.17361914,165,165,Conventional,5,2018,4,167,0,0,7,0,167,50,94,82,108,26,31,82,13,70,148,17,0.572,0.856812366,165,53.5,41.63385173,3427,22.35,59700,89,1031,1515,73.31512238,125,-10.71428571,-9.836065574
45083022700,-82.16389971,35.0691992,412,412,Conventional,57,2018,16,466,1,2,11,3,477,96,298,203,251,85,76,208,34,170,360,52,0.544,1.625986146,412,62,56.07053619,6386,7.55,59700,117,2162,2868,99.36624764,145,3.571428571,15.40616246
45083022801,-82.05223039,35.06516357,371,370,Conventional,30,2018,14,426,3,11,42,0,401,93,255,207,239,71,61,195,22,154,320,51,0.523,1.240524265,371,65,77.75770253,6641,31.65,59700,163,1811,2492,99.09538383,155,13.13868613,-2.624671916
45083022802,-82.09534322,35.0137533,604,604,Conventional,11,2018,18,650,5,14,71,1,578,194,398,288,416,94,94,398,23,183,551,53,0.654,0.950535343,604,60,69.64032402,7706,21.93,59700,105,2058,2731,77.07141542,155,6.164383562,21.04208417
45083022900,-82.08623797,35.04700632,398,397,Conventional,13,2018,13,415,0,20,46,1,375,111,239,205,276,68,54,269,22,107,369,29,0.878,0.930672472,398,47,68.35828903,6666,19.62,59700,84,1805,2591,113.7040136,115,4.545454545,21.71253823
45083023001,-82.15931176,34.9915797,919,918,Conventional,63,2018,51,981,4,21,126,1,912,277,625,447,639,126,154,635,39,245,844,75,0.758,1.008197169,919,58,54.19420476,7990,14.17,59700,132,2690,3323,82.89715659,165,9.271523179,30.53977273
45083023002,-82.07677244,34.96699205,175,173,Conventional,17,2018,5,187,1,10,20,0,164,45,122,81,113,36,26,101,14,60,166,9,0.839,1.464129836,175,60,45.00113959,3092,39.55,59700,98,914,1245,157.3450707,125,5.93220339,27.73722628
45083023101,-82.13085748,34.93012437,259,258,Conventional,10,2018,21,248,2,0,48,0,222,74,165,111,173,43,43,171,8,80,245,14,0.874,1.09942904,259,49,26.71555189,5429,36.62,59700,95,1108,1881,52.45326839,135,-0.735294118,-13.37792642
45083023102,-82.10305567,34.94586342,291,291,Conventional,16,2018,3,277,1,2,52,0,228,127,156,146,172,56,63,193,15,83,276,15,0.868,1.033977934,291,45,43.39764668,6378,34.38,59700,89,1512,2371,65.01409511,115,19.79166667,-7.619047619
45083023201,-82.20351069,34.98402281,231,231,Conventional,14,2018,21,236,0,1,23,1,230,77,157,114,146,44,41,96,13,122,204,27,0.5118,1.144106877,231,60,176.479405,3744,11.24,59700,131,1197,1478,105.4061008,145,0,-3.75
45083023202,-82.17884916,34.90519142,248,248,Conventional,12,2018,24,232,0,2,28,0,234,85,148,131,166,32,50,169,12,67,235,13,0.6375,0.922105903,248,60,41.95090229,3410,21.82,59700,89,1023,1477,88.006227,145,-2.684563758,-6.41509434
45083023301,-82.21446097,34.95886862,88,88,Conventional,0,2018,3,86,1,2,8,0,82,28,59,33,64,10,14,51,3,34,84,4,0.7106,1.140613186,88,59,129.9866932,1866,18.81,59700,103,546,774,49.17806662,135,9.756097561,-4.347826087
45083023302,-82.21098378,34.93489819,167,165,Conventional,15,2018,32,127,0,1,31,0,121,60,91,79,120,20,27,134,4,29,155,12,0.7996,1.576442365,167,44,105.0479735,4863,74.01,59700,59,519,1898,206.9532593,115,32.94797688,49.10714286
45083023401,-82.05727601,34.9183521,116,116,Conventional,11,2018,6,116,0,6,25,1,96,45,66,57,82,16,18,67,10,39,105,11,0.5985,1.654441912,116,66.5,56.25985259,2234,34.15,59700,153,699,848,113.0888388,140,8.949416342,26.08695652
45083023402,-82.0202087,34.85620462,231,231,Conventional,5,2018,3,264,0,4,22,0,245,64,146,137,148,41,42,115,18,98,200,31,0.4925,1.080805546,231,74,53.18949153,4228,11,59700,134,1411,1686,93.90962413,155,-8.823529412,-4.149377593
45083023403,-82.07519517,34.88707578,692,692,Conventional,5,2018,35,723,2,32,141,3,600,207,465,344,485,87,120,498,27,167,640,52,0.583,0.833609422,692,69,50.85791596,6796,29.22,59700,169,1855,2006,71.20607444,185,7.558139535,2.064896755
45083023404,-82.11228208,34.85502636,758,756,Conventional,18,2018,47,796,4,25,110,2,707,281,516,367,530,111,117,556,15,187,718,40,0.536,0.968201428,758,71,78.60664703,6553,20.71,59700,147,2142,2476,92.77985326,200,10.49723757,28.69269949
45083023405,-82.17402966,34.84369557,538,537,Conventional,13,2018,25,594,5,49,69,0,515,150,378,274,384,62,92,386,22,130,494,44,0.3935,0.858699173,538,85,364.6510637,4753,11.32,59700,143,1405,1905,139.1952212,225,3.686635945,13.5021097
45083023500,-82.05075314,34.7815915,255,255,Conventional,46,2018,19,285,1,5,31,0,277,59,180,144,130,63,62,142,15,98,231,24,0.537,1.58603277,255,70,57.72092436,4601,13.48,59700,108,1407,2091,107.941252,135,23.85321101,21.42857143
45083023600,-82.02495278,34.71907856,204,204,Conventional,20,2018,7,195,2,6,13,0,196,67,118,104,129,41,34,131,14,59,192,12,1.062,1.18196038,204,45,31.63920403,6268,28.83,59700,70,1226,2386,60.76373689,95,3.260869565,-2.857142857
45083023700,-81.90922256,34.67409527,127,127,Conventional,52,2018,14,124,0,1,8,0,140,28,88,63,61,40,26,64,7,56,117,10,1.0894,1.113298504,127,50,36.8672774,4407,11.35,59700,72,1274,1964,62.60369476,95,23.37662338,-25.29411765
45083023801,-81.90038087,34.85301497,278,278,Conventional,14,2018,6,334,2,3,21,0,318,61,202,150,186,39,53,146,19,113,250,28,0.462,1.078307307,278,78,182.5375769,5883,19.65,59700,145,1647,2241,133.2182867,170,2.719033233,13.00813008
45083023802,-81.87493468,34.78290721,190,190,Conventional,29,2018,2,220,1,4,8,0,216,46,141,92,123,34,33,96,15,79,174,16,0.724,1.545152727,190,68,41.014248,5783,18.26,59700,136,1395,1751,85.1201912,135,6.299212598,34.75177305
45083023900,-81.79211274,34.89433554,145,145,Conventional,22,2018,3,161,2,3,25,0,141,42,94,78,86,36,23,82,12,51,133,12,1.1255,1.38221843,145,47,61.99607628,4742,24.38,59700,98,1370,2231,54.5117654,95,13.0952381,-3.333333333
45085000100,-80.53482143,34.0859853,51,51,Conventional,24,2018,0,55,3,0,43,0,23,4,27,38,14,25,12,31,6,14,49,2,1.287,2.327932262,51,58,236.5017012,3289,78.32,49800,87,785,1237,94.15756506,75,10.29411765,-42.69662921
45085000201,-80.56764275,33.98890301,153,153,VA-guaranteed,2,2018,1,133,2,3,37,1,102,55,89,62,96,29,28,90,9,54,145,8,0.4605,1.145466099,153,52,42.65105104,4318,48.75,49800,111,1047,1971,76.03980499,105,-7.079646018,-15.93406593
45085000202,-80.46845204,34.01719966,405,405,VA-guaranteed,20,2018,32,352,3,15,132,1,244,140,249,171,267,73,65,287,6,112,387,18,0.421,1.104173573,405,53,34.72184176,6856,60.95,49800,114,1513,2705,53.76091436,135,5.46875,-3.341288783
